일자,시가_원,고가_원,저가_원,종가_원,거래량_주,등락률_pct,NAV_원,괴리율_pct,설정좌수,환매좌수,상장좌수,시가총액_원,시가총액_억원,순자산가치_AUM_원,순자산가치_AUM_억원
2026-03-16,14428,14482,14408,14477,1475676,0.5486873176830115,14614.8,0.45,300000.0,0.0,209600000.0,3034379200000,30343.79,3063262080000,30632.62
2026-03-17,14492,14492,14343,14368,2474010,-0.7529184223250673,14610.6,-0.28,300000.0,0.0,209900000.0,3015843200000,30158.43,3066764940000,30667.65
2026-03-18,14393,14438,14378,14388,2026332,0.13919821826280623,14542.96,0.32,700000.0,50000.0,210200000.0,3024357600000,30243.58,3056930192000,30569.3
2026-03-19,14388,14388,14289,14343,1492584,-0.3127606338615513,14545.21,-0.0,900000.0,100000.0,210850000.0,3024221550000,30242.22,3066857528500,30668.58
2026-03-20,14343,14363,14259,14358,1532381,0.10458063166701526,14548.99,0.08,1100000.0,50000.0,211650000.0,3038870700000,30388.71,3079293733500,30792.94
2026-03-23,14358,14373,14249,14308,2907459,-0.34823791614430977,14571.51,-0.42,600000.0,0.0,212700000.0,3043311600000,30433.12,3099360177000,30993.6
2026-03-24,14259,14298,14185,14298,1866675,-0.06989097008666481,14438.47,0.43,700000.0,0.0,213300000.0,3049763400000,30497.63,3079725651000,30797.26
2026-03-25,14353,14413,14313,14383,1752412,0.5944887396838718,14525.23,0.41,800000.0,0.0,214000000.0,3077962000000,30779.62,3108399220000,31083.99
2026-03-26,14418,14473,14388,14398,1631808,0.10428978655357019,14668.98,-0.47,700000.0,0.0,214800000.0,3092690400000,30926.9,3150896904000,31508.97
2026-03-27,14516,14584,14502,14575,1584573,1.2293374079733295,14691.07,0.61,950000.0,300000.0,215500000.0,3140912500000,31409.12,3165925585000,31659.26
2026-03-30,14453,14531,14378,14531,1775967,-0.3018867924528302,14676.97,0.16,0.0,0.0,216150000.0,3140875650000,31408.76,3172427065500,31724.27
2026-03-31,14541,14808,14541,14739,1999968,1.43142247608561,14838.62,0.48,0.0,0.0,216150000.0,3185834850000,31858.35,3207367713000,32073.68
2026-04-01,14650,14650,14482,14566,2307206,-1.1737566999117985,14643.17,0.63,300000.0,0.0,216150000.0,3148440900000,31484.41,3165121195500,31651.21
2026-04-02,14541,14548,14463,14463,2412628,-0.7071261842647261,14739.08,-0.74,500000.0,0.0,216450000.0,3130516350000,31305.16,3190273866000,31902.74
2026-04-03,14482,14526,14443,14453,1325479,-0.06914194842010647,14623.77,-0.03,400000.0,300000.0,216950000.0,3135578350000,31355.78,3172626901500,31726.27
2026-04-06,14497,14502,14448,14473,1417599,0.13837957517470423,14634.44,0.04,1700000.0,50000.0,217050000.0,3141364650000,31413.65,3176405202000,31764.05
2026-04-07,14531,14595,14448,14458,1916966,-0.1036412630415256,14652.06,-0.18,0.0,0.0,218700000.0,3161964600000,31619.65,3204405522000,32044.06
2026-04-08,14482,14531,14308,14333,4361394,-0.8645732466454559,14287.74,1.49,1000000.0,0.0,218700000.0,3134627100000,31346.27,3124728738000,31247.29
2026-04-09,14343,14393,14333,14378,1477347,0.31396078978580894,14543.14,0.01,900000.0,0.0,219700000.0,3158846600000,31588.47,3195127858000,31951.28
2026-04-10,14378,14413,14338,14398,1550520,0.13910140492418974,14572.32,-0.05,2150000.0,0.0,220600000.0,3176198800000,31761.99,3214653792000,32146.54
2026-04-13,14289,14328,14264,14313,2976653,-0.590359772190582,14470.91,0.06,200000.0,150000.0,222750000.0,3188220750000,31882.21,3223395202500,32233.95
2026-04-14,14333,14368,14298,14328,2348106,0.10479983232026828,14479.44,0.11,550000.0,250000.0,222800000.0,3192278400000,31922.78,3226019232000,32260.19
2026-04-15,14244,14264,14210,14239,3688960,-0.6211613623673925,14383.21,0.15,1650000.0,0.0,223100000.0,3176720900000,31767.21,3208894151000,32088.94
2026-04-16,14239,14244,14156,14220,3569871,-0.13343633682140602,14366.55,0.13,400000.0,0.0,224750000.0,3195945000000,31959.45,3228882112500,32288.82
2026-04-17,14308,14383,14308,14358,2184164,0.9704641350210972,14533.74,-0.06,2100000.0,0.0,225150000.0,3232703700000,32327.04,3272271561000,32722.72
2026-04-20,14363,14363,14298,14363,2320050,0.03482379161443098,14578.75,-0.33,1700000.0,0.0,227250000.0,3263991750000,32639.92,3313020937500,33130.21
2026-04-21,14363,14378,14323,14343,2361427,-0.13924667548562278,14479.13,0.21,550000.0,0.0,228950000.0,3283829850000,32838.3,3314996813500,33149.97
2026-04-22,14428,14443,14388,14433,1739910,0.6274837900020916,14532.95,0.46,600000.0,0.0,229500000.0,3312373500000,33123.74,3335312025000,33353.12
2026-04-23,14423,14468,14388,14463,2282999,0.20785699438786118,14592.67,0.26,500000.0,0.0,230100000.0,3327936300000,33279.36,3357773367000,33577.73
2026-04-24,14566,14610,14566,14605,1992786,0.981815667565512,14821.89,-0.32,150000.0,150000.0,230600000.0,3367913000000,33679.13,3417927834000,34179.28
2026-04-27,14551,14551,14453,14487,3152003,-0.8079424854501882,14600.8,0.37,500000.0,0.0,230600000.0,3340702200000,33407.02,3366944480000,33669.44
2026-04-28,14487,14497,14448,14473,2229687,-0.09663836543107614,14539.45,0.69,700000.0,700000.0,231100000.0,3344710300000,33447.1,3360066895000,33600.67
2026-04-29,14537,14586,14503,14581,1479089,0.7462170938989843,14687.88,0.22,0.0,50000.0,231100000.0,3369669100000,33696.69,3394369068000,33943.69
2026-04-30,14695,14705,14631,14641,1813466,0.41149441053425695,14786.78,-0.05,0.0,100000.0,231050000.0,3382803050000,33828.03,3416485519000,34164.86
2026-05-04,14670,14740,14670,14705,2802431,0.43712861143364523,14777.08,0.46,1150000.0,0.0,230950000.0,3396119750000,33961.2,3412766626000,34127.67
2026-05-06,14705,14705,14512,14547,4078032,-1.0744644678680721,14620.21,0.44,400000.0,0.0,232100000.0,3376358700000,33763.59,3393350741000,33933.51
2026-05-07,14537,14542,14393,14483,3142749,-0.4399532549666598,14600.44,0.13,900000.0,0.0,232500000.0,3367297500000,33672.98,3394602300000,33946.02
2026-05-08,14483,14557,14453,14557,2772352,0.5109438652212939,14718.23,-0.16,2300000.0,0.0,233400000.0,3397603800000,33976.04,3435234882000,34352.35
2026-05-11,14557,14636,14488,14606,3596703,0.3366078175448238,14769.24,-0.16,500000.0,0.0,235700000.0,3442634200000,34426.34,3481109868000,34811.1
2026-05-12,14651,14785,14651,14765,3699727,1.088593728604683,14993.53,-0.59,0.0,100000.0,236200000.0,3487493000000,34874.93,3541471786000,35414.72
2026-05-13,14809,14918,14809,14844,2414971,0.5350491026075177,15004.71,-0.13,100000.0,100000.0,236100000.0,3504668400000,35046.68,3542612031000,35426.12
2026-05-14,14849,14898,14829,14873,1992968,0.1953651306925357,15004.14,0.07,0.0,250000.0,236100000.0,3511515300000,35115.15,3542477454000,35424.77
2026-05-15,14888,15042,14888,14983,2807018,0.7395952396960936,15129.11,-0.03,150000.0,600000.0,235850000.0,3533740550000,35337.41,3568200593500,35682.01
2026-05-18,14978,14983,14858,14888,2529327,-0.6340519255155843,15084.83,-0.36,200000.0,800000.0,235400000.0,3504635200000,35046.35,3550968982000,35509.69
2026-05-19,14988,15181,14988,15171,2661023,1.900859752821064,15315.11,-0.0,950000.0,0.0,234800000.0,3562150800000,35621.51,3595987828000,35959.88
2026-05-20,15186,15255,15176,15240,2614382,0.45481510777140594,15326.73,0.38,450000.0,0.0,235750000.0,3592830000000,35928.3,3613276597500,36132.77
2026-05-21,15136,15196,15097,15186,2762736,-0.3543307086614173,15329.2,0.01,1000000.0,50000.0,236200000.0,3586933200000,35869.33,3620757040000,36207.57
2026-05-22,15225,15424,15225,15424,2077458,1.5672329777426577,15505.07,0.42,1100000.0,0.0,237150000.0,3657801600000,36578.02,3677027350500,36770.27
